global_sentence_id,document_id,sentence_id,sentence
7647,74,162,"זײַן ליד איז אָבער געבליבן און ווערט געזונגען פֿון זײַן פֿאָלק, וואָס איז צעשפּרײט איבער דער וועלט."
7648,74,163,"וואָס מער מען זינגט עס, אַלץ מער באַגײַסטערט עס."
7649,74,164,זײַן ליד פֿון חורבן וועט בלײַבן אויף דורות.
7650,75,0,די ייִדישע גוראַלעס אין הונסדאָרף.
7651,75,1,– דער פּאַסטעך בעריש כאַפּט פֿייגל אין די בערג.
7652,75,2,– װי אַזוי ער האָט אָנגעהויבן שטודירן.
7653,75,3,– ער ווערט דורך אַ צופֿאַל אַ בעל־תּשובֿה.– ער פֿאַסט משבת־לשבת.
7654,75,4,– אַ גאַנצן טאָג גייט ער אַרום אײַנגעהילט אין טלית־און־תּפֿילין קלײַבן נדבֿות פֿאַר אָרעמע־לײַט.
7655,75,5,"צווישן די פֿיל רביים און רבילעך, וואָס וווינען אין קראָקע, איז אויך פֿאַראַן אַ גאָר אינטערעסאַנטער רבי, וואָס ווערט גערופֿן ""ר' בערישל בעל־תּשובֿה""."
7656,75,6,"עס איז אַ מערקווערדיקער טיפּ, אַ מענטש מיט אַ גאָר רײַכער פֿאַרגאַנגענהייט."
7657,75,7,"ווער עס איז אַ מאָל געווען אין קראָקע אין דער ייִדישער געגנט, אויפֿן אַזוי גערופֿענעם קוזמאַרק, האָט זיכער באַמערקט לויפֿן איבער די געוועלבער און קלײַבן נדבֿות אַ דאַר, קליין ייִדל, אײַנגעהילט אין טלית־און־תּפֿילין, מיט אַ שטויס ספֿרים אונטער די אָרעמס."
7658,75,8,דאָס איז דער רבי ר' בערישל בעל־תּשובֿה.
7659,75,9,"אַ סך מעשׂיות ווײסן די קראָקעווער ייִדן צו דערצײלן וועגן אים, וועגן זײַן סטודענטיש לעבן אַ מאָל און וועגן דעם, ווי אַזוי ער איז געקומען צו דער מדרגה פֿון ווערן אַ רבי."
7660,75,10,"אָבער קיינער ווייסט נישט גענוי, פֿון וואַנען ער שטאַמט און וווּ ער האָט געלעבט אין זײַנע יונגע יאָרן, ווײַל וועגן דעם וויל דער איצטיקער בעל־תּשובֿה מיט קיינעם נישט רעדן."
7661,75,11,"דורך אַ צופֿאַל איז מיר אָבער געלונגען זיך צו דערוויסן פֿאַרשײדענע פּרטים פֿון זײַן מערקווערדיקער פֿאַרגאַנגענהייט, פּרטים, וואָס ווײַזן וויפֿל גילגולים אַ מענטש קען אַדורכמאַכן אין זײַן לעבן."
7662,75,12,"געבוירן געוואָרן איז ר' בערישל בעל־תּשובֿה אין הונסדאָרף, וואָס ליגט אין די טאַטרעס, נישט ווײַט פֿון זאַקאָפּאַנע (הײַנט געהערט עס צו טשעכאָסלאָוואַקײַ)."
7663,75,13,"אין הונסדאָרף וווינען בלויז גוראַלעס, און די ייִדן, וואָס וווינען דאָרט, זענען אויך געוואָרן מיט דער צײַט שטיקער גוראַלעס... אַ מאָל, מיט לאַנגע יאָרן צוריק, האָט זיך פֿאַרקליבן אַהין אַ ייִד, ר' בער האַרצבלוט, און פֿון אים האָט זיך פֿאַרפֿלאַנצט אַ ייִדישער ייִשובֿ, אין אָט דעם גוראַלישן דאָרף."
7664,75,14,"די ייִדן האָבן זיך באַשעפֿטיקט מיט אַרבעטן אין פֿעלד, האַקן ביימער אין וואַלד און פֿירן קלעצער צום טאַרטאַק."
7665,75,15,"זיי פֿלעגן גײן אָנגעטאָן פּונקט אַזוי ווי די גוראַלעס, געהאַט זייערס אַן ""עלטסטן"" און זיך גוט צונויפֿגעלעבט מיט די גוייִשע שכנים."
7666,75,16,"עס  ווערט אַפֿילו דערצײלט, אַז אַ מאָל איז אָנגעקומען קיין הונסדאָרף אַ יונגער גלח, האָט ער נישט געקענט פֿאַרטראָגן, וואָס די גויים לעבן אַזוי בשלום מיט די ייִדן און ער האָט אָנגעהויבן צו פֿירן אַ קאַמף מיט די ייִדן."
7667,75,17,"האָבן די גוראַלעס דעם גלח געסטראַשעט, אַז אויב ער וועט נישט אויפֿהערן זיי צו רייצן קעגן זייערע ייִדישע שכנים, וועלן זיי אויפֿהערן צו קומען אין גאַנצן אין דער קירכע אַרײַן און דאָס האָט טאַקע געווירקט."
7668,75,18,דער גלח האָט אויפֿגעהערט צו האַלטן זײַנע אַנטיסעמיטישע דרשות אין דער קירכע.
7669,75,19,"בײַ איינעם אַזאַ ""עלטסטן"" פֿון די ייִדישע גוראַלעס בײַ ר' עקיבֿא האַרצבלוט (אַן אייניקל פֿון ר' בער האַרצבלוט) איז געבוירן געוואָרן דער צוועלפֿטער זון, בערישל."
7670,75,20,די ייִדן פֿון די טאַטרעס ווײסן הײַנט צו דערציילן אַ סך וווּנדערלעכע זאַכן וועגן אָט דעם קינד.
7671,75,21,"דאָס קינד האָט למשל, קיין מאָל נישט געוויינט, און ווען עס איז אַלט געווען אין גאַנצן אַ יאָר, האָט עס זיך שוין צוגעשאַרט צו אַן אָרט, וווּ עס איז געלעגן אַ ספֿר."
7672,75,22,"און אַז די מוטער איז אַרײַנגעקומען און בײַם קינד צוגענומען דאָס ספֿר, האָט זיך דאָס קינד צעוויינט אויף אַ קול."
7673,75,23,"די מוטער האָט געפּרוּװט אײַנשטילן דאָס קינד מיט אַלע כּוחות, אָבער דאָס קינד האָט אַזוי לאַנג געוויינט, ביז מען האָט אים צוריקגעגעבן דאָס ספֿר."
7674,75,24,ערשט דעמאָלט האָט עס אויפֿגעהערט צו וויינען.
7675,75,25,צו 6 יאָר האָט דער פֿאָטער שוין אַרויסגעשיקט דעם קליינעם בערישל צוזאַמען מיט זײַן עלטערן ברודער פּאַשען די שאָף אויף די בערג.
7676,75,26,"ער איז אַזוי אויפֿגעצויגן געוואָרן ביז 16 יאָר און איז געווען אין גאַנצן פֿאַרגרעבט, טאַקע ווי אַן אמתער גוראַלישער פּאַסטעך."
7677,75,27,"זײַן איינציק פֿאַרגעניגן איז געווען צו לויפֿן ווינטער אויף נאַרטעס איבער די טאַטרען־בערג און צו ווײַזן זײַנע חבֿרים, די גוראַלישע פּאַסטעכער, אַז ער קען בעסער אַראָפּשפּרינגען פֿון אַ באַרג ווי זיי."
7678,75,28,"זומער, ווידער, פֿלעגט ער אָפּליגן גאַנצע טעג אויף די בערג און זוכן צווישן די קליינע ביימעלעך נעסטן פֿון שפּילפֿייגל."
7679,75,29,"צוליב זײַן גרויס בריהשקייט, האָבן די יונגע גוראַלעס פֿון אים זײער געהאַלטן און זיי פֿלעגן אים זײער אָפֿט מיטנעמען אויף זייערע גוראַלישע שׂימחות."
7680,75,30,"אַזוי אַרום האָט ער זיך באַקענט מיט דער יונגער שיינער גוראַלקע מאַרישאַ און ער האָט אַנדערש נישט געטראַכט, נאָר גלײַך מיט איר חתונה צו האָבן."
7681,75,31,"ערשט איצט האָט זיך בערישלס פֿאָטער אַרומגעזען, אַז מיט זײַן זונס ייִדישקייט האַלט גאָר שמאָל, אַז ער איז אויסגעוואַקסן אַן אמתער גוי און קען צו מאָל נישט רעכט דאַוונען, ווייס נישט פֿון קיין עול און חבֿרט זיך צו שטאַרק מיט שײנע גוראַלקעס...

דער פֿאָטער זײַנער, ר' עקיבֿא, האָט נישט געוואָלט, אַז זײַנס אַ קינד זאָל אין גאַנצן אָפּפֿאַלן פֿונעם ייִדישן שטאַם."
7682,75,32,האָט ער באַשלאָסן אים צו שיקן לערנען אין דעם אונגאַרישן שטעטל טערצע.
7683,75,33,"דאָרט האָט מען דעם ווילדן הפֿקרדיקן באַרגפּאַסטעך, אָנגעדונגען צו אַ רבין, ער זאָל מיט אים לערנען ייִדישקייט."
7684,75,34,"אין אונגאַרן זענען די ייִדן געווען געטיילט אויף 3 קאַטעגאָריעס: אָרטאָדאָקסן, ""סטאַטוס־קוואָ""־ייִדן און נעאָלאָגן."
7685,75,35,"צווישן די אָרטאָדאָקסן און די ""נעאָלאָגן"", די אַפּיקורסים, איז דעמאָלט אָנגעגאַנגען אַ פֿאַרביטערטער קאַמף."
7686,75,36,דאָס דאָרפֿסייִנגל בערישל האָט געהאַט זײער אַ גוטן קאָפּ.
7687,75,37,ער האָט זיך באַלד געמאַכט אַ שם מיט זײַנע פֿעיִקייטן אין לערנען.
7688,75,38,"האָט זיך אויף אים פֿאַרקוקט אַ ייִד, איינער פֿון די ""נעאָלאָגן"", און האָט מיט אים אָנגעהויבן אײַנצוטענהן, ער זאָל ווערן אַ ""נעאָלאָג"" און אָנהייבן שטודירן."
7689,75,39,"דאָס ייִנגל, וואָס עס האָט אים שוין דעמאָלט געהאַט געצויגן צו וויסן, האָט זיך געלאָזט צורעדן פֿון דעם ייִדן און ער איז אין אַ שײנעם העלן טאָג אַנטלאָפֿן פֿון טערצע קיין בודאַפּעשט, וווּ ער האָט אָנגעהויבן צו שטודירן אויפֿן חשבון פֿון דער דאָרטיקער נעאָלאָגישער געמיינדע."
7690,75,40,ער האָט  אין משך פֿון 2 יאָר געמאַכט מאַטורע און איז געוואָרן אַ סטודענט פֿון פֿילאָסאָפֿיע אין בודאַפּעשטער אוניווערסיטעט.
7691,75,41,נאָר צופֿעליק איז ער דאַן אַדורך די שיפּ־אוצאַ (אוצאַ־גאַס).
7692,75,42,"דערהערט ער מיט אַ מאָל זײער אַ שײן קול, וואָס טראָגט זיך פֿון אַ הויז."
7693,75,43,דער סטודענט איז אַרײַן אין יענעם הויז.
7694,75,44,"דאָרט האָט ער געטראָפֿן זיצן אַ רבין מיט חסידים, אַזוינס, וואָס ער האָט עס נאָך קיין מאָל נישט געהאַט געזען."
7695,75,45,"דאָס האַרציקע קול, וואָס ער האָט געהערט, איז טאַקע געווען דאָס קול פֿון דעם רבין, און דער רבי איז געווען ר' הערצקע ראַצפֿערדער, אַ תּלמיד פֿונעם סאַנדזער רבין ר' חיים האַלבערשטאַם."
7696,75,46,ר' הערצקע האָט זיך געהאַט געשטעלט פֿאַר אַ ציל די פֿאַרגרעבטע אונגאַרישע ייִדן מחזיר־למוטבֿ צו זיין.
7697,75,47,פֿלעגט ער אַרומפֿאָרן איבער גאַנץ אונגאַרן און אומעטום זאָגן מוסר די ייִדן.
7698,75,48,געהאַט האָט ער אויף זיי אַ גאָר גרויסע השפּעה.
7699,75,49,אָט אַזאַ מוסר־דרשה פֿון ר' הערצקען האָט דאַן צופֿעליק געהערט דער סטודענט און דער מוסר האָט געהאַט אַ פּעולה.
7700,75,50,ער האָט באַשלאָסן מער נישט צו פֿאַרלאָזן דעם רבין און מיט אים כּסדר מיטצופֿאָרן.
7701,75,51,"דער רבי האָט זיך זייער געפֿרײט, וואָס ער האָט מחזיר־לתּשובֿה געווען אַזאַ פֿאַרבלאָנדזשעטע נשמה און ער האָט בערישן אָנגעהויבן זײער שטאַרק  מקרבֿ צו זײַן."
7702,75,52,"10 יאָר איז ר' בערישל געווען בײַם רבין, געלערנט אין דעם רבינס ישיבֿה, און ווען אַפֿילו דער רבי האָט אים געהייסן זיך פֿירן גלײַך ווי אַלע ייִדן, האָט ער נישט געוואָלט, נאָר כּסדר ""געפֿאַסט הפֿסקות"" פֿון איין שבת צום צווייטן און אַזוי איז ער זיך נוהג ביז צום הײַנטיקן טאָג."
7703,75,53,"שפּעטער איז ער אַוועק קיין קראָקע און באַקומען דעם צונאָמען: ""ר' בערישל בעל־תּשובֿה""."
7704,75,54,מען האָט דעם בעל־תּשובֿה חתונה געמאַכט מיט אַן אַלט מיידל פֿון מײַדאַן (מערבֿ־גאַליציע).
7705,75,55,"די פֿרוי מוז אַליין פֿאַרדינען אויף פּרנסה, און דער מאַן זיצט אין קלויז, לערנט און דאַוונט."
7706,75,56,"קומט אַרײַן אַן אָרעמאַן בעטן אַ נדבֿה, גײט ער גלײַך אַרויס איבער די געוועלבער זאַמלען געלט פֿאַר אים."
7707,75,57,"קומט אַרײַן אַ ייִד אים בעטן, ער זאָל פֿאַר אים מתפּלל זײַן, רופֿט ער גלײַך צוזאַמען אַ מנין ייִדן און זאָגט תּהילים."
7708,75,58,קיין געלט פֿאַר זיך נעמט ער נישט.
7709,75,59,"פֿרײַטיק גײט ער אַרום צונויפֿזאַמלען געלט אויף ""פּדיון־משכּנות"", אויף אויסצולייזן משכּנות, וואָס אָרעמע ייִדן האָבן פֿאַרזעצט אין משך פֿון דער וואָך."
7710,75,60,"אַזוי וועט איר אים טרעפֿן גאַנצע טעג אַרומגײן איבער די קראָקעווער גאַסן אָנגעטאָן אין טלית־און־תּפֿילין, שטענדיק פֿאַרטאָן אין מיצוות."
7711,75,61,"ווען ער האָט צײַט אַ מינוט – לויפֿט ער אַרײַן אין אַ קלויז און לערנט זײַנע שיעורים, גמרא און פֿאַרשײדענע קבלה־ספֿרים, וואָס ער טראָגט תּמיד מיט מיט זיך."
7712,75,62,"ערשט שפּעט בײַ נאַכט דערמאָנט ער זיך, אַז ער האָט אויך אַ שטוב און ער ברענגט אַהיים אַ שײַטל האָלץ, אַ הערינג און אַ ביסל קאַרטאָפֿליעס, דאָס ווײַב מיט די 2 טעכטער זאָלן אויך האָבן וואָס צו עסן."
7713,75,63,אָבער לאַנג זײַן אין שטוב קען ער נישט.
7714,75,64,"אין שטאָט וואַרטן דאָך אויף אים אָרעמע־לײַט, וואָס ער דאַרף זיי פֿאַרזאָרגן אויף שבת...

און דער רבי ר' בערישל בעל־תּשובֿה פֿאַרלאָזט באַלד פֿאַר טאָג זײַן שטוב און לאָזט זיך ווײַטער איבער ייִדישע הײַזער, צו קלײַבן נדבֿות פֿאַר בכּבֿודיקע אָרעמע־לײַט, ראַטעווען פֿון הונגער ייִדישע נפֿשות..."
7715,76,0,"אין אױגוסט 1943 האָבן זיך שױן געטראָגן קלאַנגען, אַז מען װעט אין גיכן ליקװידירן בײדע געטאָס, מאַכן פּשעמישל ייִדנרײן."
7716,76,1,מען האָט זיך געגרײט צו פֿאַרשטעקן אין די בונקערס.
7717,76,2,"מען האָט זיך אָנגעגרײט ליכט, שװעבעלעך, װאַסער, קאָלדרעס."
7718,76,3,"קײנער האָט זיך נישט געװאָלט אַרױסרירן פֿון געטאָ, װײַל אין דער פֿרעמד, האָט מען געװוּסט, איז אַ זיכערער טױט."
7719,76,4,"מיר האָבן קײן בונקער נישט געהאַט, מיר האָבן אָבער דאָך געװאָלט פֿאַרבלײַבן אין פּשעמישל."
7720,76,5,"אַזױ האָבן מיר אױספּלאַנירט, מײַן ייִנגערער ברודער און איך, אַז אין דעפּאָ, אױפֿן צװײטן שטאָק, װוּ עס שטײען אױסגעשטעלט דיװאַנען, צוזאַמענגענומען פֿון ייִדישע הײַזער, זיך צו פֿאַרשטעקן."
7721,76,6,"די דיװאַנען זענען אין די װערקשטאַטן אױסגעפּוצט געװאָרן, אײדער מען האָט זײ אָפּגעשיקט קײן דײַטשלאַנד."
7722,76,7,אױפֿן צװײטן שטאָק זענען זײ געװען אױסגעשטעלט אין הונדערטער.
7723,76,8,"צװישן די דיװאַנען האָבן מיר אײַנגעריכט אַ װינקל און האָבן געקלערט דאָ זיך אױסצובאַהאַלטן, צװײ טעג, ביזן סוף פֿון דער אַקציע, דערנאָך אַרױסגײן, װעלן מיר װײַטער קאָנען אַרבעטן."
7724,76,9,"דערצײלנדיק דאָס, האָט די פֿרױ מיט די צװײ טעכטער באַלד מסכּים געװען מיט אונדזער פּלאַן."
7725,76,10,"מײַן פֿאָטער און מײַן עלטערער ברודער מיטן קינד, האָבן נישט געװאָלט ריזיקירן אין אַזאַ נישט־זיכער אָרט אױסצובאַהאַלטן זיך."
7726,76,11,"אַ קינד פֿון דרײַ און אַ האַלבן יאָר קאָן נאָך װײנען, אָדער רעדן הױך, אַז מ׳זאָל דערהערן – זענען דאָך אַלע פֿאַרלױרן."
7727,76,12,"ער האָט אָבער געהאַט צװײ אױסװעגן – אָדער גײן צו זײַן בעל־הבית, װוּ ער אַרבעט; יענער האָט אים צוגעזאָגט, אַז ער װעט אים אױסבאַהאַלטן מיטן קינד."
7728,76,13,"דער אַנדערער אױסװעג – גײן צו אַ באַקאַנטן, װאָס האָט געהאַט אַ גוטן בונקער."
7729,76,14,דאָס איז געװען דער שװאָגער פֿון דער דיכטערין רחל קאָרן.
7730,76,15,זײ זענען גרײט געװען אַרײַנצונעמען מײַן ברודער מיטן קינד.
7731,76,16,"ער האָט נישט געהאַט קײן גרױסן צוטרױ צו זײַן בעל־הבית, כאָטש ער איז געװען זײער אַ פֿײַנער מאַן, אָבער אַ פֿאָלקסדײַטש, און אַלע האָבן מורא געהאַט פֿאַר אַ פֿאָלקסדײַטש."
7732,76,17,און ער האָט באַשלאָסן צו באַהאַלטן זיך אין בונקער.
7733,76,18,ס׳איז געווען אַ גרױסע שפּאַנונג.
7734,76,19,מען האָט אָנגעהױבן צוצוגרײטן די מאַשינען און דעם רױ־מאַטעריאַל.
7735,76,20,"מען האָט אונדז צוגעזאָגט, אַז מען װעט אונדז שיקן צו דער אַרבעט, נאָר אין אַן אַנדערער שטאָט."
7736,76,21,גײ האָב צוטרױ צו די דײַטשן!
7737,76,22,"שװאַמבערגער האָט געמאַכט אַפּעלן אין גרױסן הױף עטלעכע מאָל, מען זאָל פֿאָרן אױף אַרבעט."
7738,76,23,"אָבער מיר זענען בעסער געגאַנגען אין אונדזער באַהעלטעניש, צװישן די אָנגעװאָרפֿענע דיװאַנען, און ערשט אַרױסגעגאַנגען, װען מען האָט געהערט אַ רעש אין קאָרידאָר, אָדער אױפֿן הױף."
7739,76,24,"אַזױ האָבן מיר געזען, אַז די באַהעלטעניש איז נישט קײן שלעכטע."
7740,76,25,ס׳איז שױן געװען ענדע אױגוסט.
7741,76,26,"מ׳האָט געפֿילט, אַז דער סוף פֿון געטאָ דערנענטערט זיך, װײַל מען האָט כּמעט אױפֿגעהערט צו אַרבעטן."
7742,76,27,איך האָב אַזױ רחמנות געהאַט אױפֿן ברודערס ייִנגעלע!
7743,76,28,"אַ שײן קינד, איך האָב אים געקושט, װײַל װער װײס צי מיר װעלן לעבן בלײַבן."
7744,76,29,יעדער צעגײט זיך אין אַן אַנדער זײַט.
7745,76,30,"װײַל ביז דער לעצטער אַקציע זענען מיר נאָך אַלע געװען צוזאַמען, און דאָ גײט מײַן ברודער זיך אױסבאַהאַלטן אין אַ בונקער, און מיר – אין די װאַרשטאַטן."
7746,76,31,דאָס קינד אַלײן האָט נאָך גאָרנישט פֿאַרשטאַנען.
7747,76,32,"גראָד װען מען װיל אַז די צײַט זאָל לאַנג דױערן, פֿאַרלױפֿט די צײַט אַזױ אײַליק."
7748,76,33,ענדע אױגוסט 1943 זענען מיר נאָך אַלע אַהײמגעקומען אַרומגערעדט פֿאַרשידענע פּלענער.
7749,76,34,"מיר האָבן אַפֿילו געחלומט, אַז װען די מלחמה װעט זיך ענדיקן, אױב מיר װעלן לעבן בלײַבן, װעלן מיר שרײַבן צום פֿעטער שטראַמער אין אַרגענטינע און דורך אים זיך װידער צוזאַמענטרעפֿן."
7750,76,35,"דאָס קינד װעט אױסװאַקסן און װעט דעמאָלט פֿאַרשטײן, װאָס מיר האָבן איבערגעלעבט."
7751,76,36,"דאָס קינד איז, נעבעך, חדשים לאַנג געזעסן אײנער אַלײן אין אַ קלײן, פֿאַרשטיקט צימערל, אָפּגעשלאָסן."
7752,76,37,"ס׳האָט קײן מאָל נישט געװוּסט פֿון קײן קינדערישער פֿרײד, פֿון שפּילן זיך אין דרױסן."
7753,76,38,"מיר האָבן אַלץ געטאָן, צו ראַטעװען דאָס ייִנגעלע, נישט אײן מאָל אײַנגעשטעלט אונדזער לעבן, און אַצינד גײען מיר זיך אַלע צעשײדן."
7754,76,39,"מיר האָבן עס שטאַרק איבערגעלעבט, פּונקט װי װען מיר האָבן זיך צעשײדט מיט מײַן מוטער און מיט דער שװעגערין."
7755,76,40,"דעמאָלט זענען מיר אַלע, אױסערן קינד, געגאַנגען אױפֿן אױסזידלונגס־פּלאַץ."
7756,76,41,"מיר האָבן אַלץ געטאָן, צוריקצוברענגען די מוטער מיט דער שװעגערין קײן פּשעמישל."
7757,76,42,"אַצינד גײען זיך אַלע פֿונאַנדער, און ס׳איז געװען אַזאַ װײטיק צו צעשײדן זיך מיטן זיסן קינד."
7758,76,43,"יעדער האָט אים אַזױ ליב געהאַט, געצערטלט."
7759,76,44,"מיר האָבן געװוּסט, אַז אױב מען כאַפּט אונדז איצט, גײען מיר שױן נישט אַרױס לעבעדיק פֿון די מערדערישע דײַטשע הענט, איבער הױפּט – דאָס קינד, װײַל ייִדישע קינדער האָבן נישט געהאַט קײן לעבנסרעכט."
7760,76,45,"דעם 1טן סעפּטעמבער האָט שװאַמבערגער אַרױסגעגעבן אַ באַפֿעל, אַז אַלע אַרבעטנדיקע מוזן זיך דעם 2טן סעפּטעמבער אין דער פֿרי געפֿינען אױפֿן הױף פֿון די װערקשטאַטן."
7761,76,46,מען װעט אַלע אַװעקשיקן אַרבעטן אין אַן אַנדער שטאָט.
7762,76,47,"אין אַנדערן געטאָ האָט די געסטאַפּאָ אַרױסגעגעבן אַ באַפֿעל, אַז אַלע ייִדן מוזן אין דעם טאָג, אין דער פֿרי, זיך צונױפֿזאַמלען אױפֿן פּלאַץ, אַז מען װעט אַלע אַװעקשיקן צו דער אַרבעט, און די שטאָט פּשעמישל װעט מוזן װערן ייִדנרײן."
7763,76,48,"אױב מען װעט עמעצן כאַפּן, נישט צושטעלנדיק זיך אױפֿן פּלאַץ, װעט ער אױפֿן אָרט דערשאָסן װערן."
7764,76,49,"װאָס עס הײסט „שיקן צו דער אַרבעט“, האָבן שױן אַלע געװוּסט."
7765,76,50,"אױב מען שיקט אונדז צוזאַמען מיטן אַנדערן געטאָ, זענען מיר פֿאַרלױרן."
7766,76,51,"אױב מען שיקט אונדז באַזונדער, איז נאָך פֿאַראַן אַ שטיקל האָפֿענונג אָנצוקומען ערגעץ אין אַן אָרט, צו אַרבעטן."
7767,76,52,אָבער װער קען װיסן?
7768,76,53,װער קען האָבן פֿאַרטרױען צו די דײַטשן?
7769,76,54,אין אַזאַ נישט־אַנטשלאָסנקײט זענען מיר געװען אין דעם אָװנט.
7770,76,55,"גײן זיך אױסבאַהאַלטן צװישן די דיװאַנען, און נאָך אין די װערקשטאַטן, װוּ עס װילדעװעט דער באַנדיט שװאַמבערגער, און טאָמער, חלילה, כאַפּט מען אונדז, זענען אַלע פֿאַרלױרן."
7771,76,56,ער קען אונדז דערשיסן אױפֿן אָרט.
7772,76,57,"אױב מיר בלײַבן, מען זאָל אונדז אַװעקשיקן, צי װעט מען אונדז נישט שיקן קײן בעלזשעץ, אָדער קײן אױשװיץ?"
7773,76,58,אין אַזאַ טרױעריקן אױסװאַל האָבן מיר זיך געפֿונען.
7774,76,59,"די פֿרױ מיט די צװײ טעכטער האָבן באַשלאָסן, אַז זײ װעלן זיך גײן אױסבאַהאַלטן צװישן די דיװאַנען, װײַל אױב מען שיקט זײ אַװעק, װעלן זײ, װי פֿיל פֿרױען, פֿאַרניכטעט װערן."
7775,76,60,"האָבן מיר אַלע באַשלאָסן, אַז מיר גײען זיך אױך פֿאַרשטעקן."
7776,76,61,מיר װעלן אַראָפּגײן אױפֿן הױף און זען װי די סיטואַציע זעט אױס.
7777,76,62,און דערנאָך אױסװײלן װאָס צו טאָן.
7778,76,63,"װײַל דאָס, װאָס מען האָט אונדז באַפֿױלן צוצוגרײטן די מאַשינען, האָט געגעבן אַ שטיקל האָפֿענונג, אַז מען װעט אונדז פֿאָרט שיקן צו דער אַרבעט."
7779,76,64,פֿאַר מײַן ברודער מיטן קינד איז שױן נישט געװען קײן אױסװעג.
7780,76,65,"װען ער איז געקומען דעם 1טן סעפּטעמבער פֿון דער אַרבעט, האָט ער שױן מער נישט געקענט אַרױס פֿון געטאָ, האָט זיך געמוזט אױסבאַהאַלטן אין בונקער, צוזאַמען מיטן קינד."
7781,76,66,אַ גאַנצע נאַכט איז שױן קײנער נישט געשלאָפֿן.
7782,76,67,"מען האָט אַרױסגעקוקט און געזען, װי דאָס געטאָ װערט אַרומגערינגלט פֿון מיליטער."
7783,76,68,יעדע פּאָר מעטער – אַ סאָלדאַט.
7784,76,69,"די רעפֿלעקטאָרן האָבן שאַרף באַלױכטן בײדע געטאָס, און מען האָט געהערט פֿון אַלע זײַטן שיסן."
7785,76,70,"די ייִדן, װאָס האָבן אין לעצטן מאָמענט זיך געװאָלט אַרױסקריגן אױף דער אַרישער זײַט, זענען אױפֿן אָרט דערשאָסן געװאָרן."
7786,76,71,"מײַן ברודער איז געבליבן מיט אונדז ביז 12 אַ זײגער בײַ נאַכט, אָבער דאָס קינד איז אַזױ שטאַרק געשלאָפֿן, אַז דאָס האָט פֿאַרלענגערט אױף נאָך אַ שעה צו זײַן מיט אונדז צוזאַמען."
7787,76,72,דערװײַל איז ער געגאַנגען קוקן צי אַלע זענען שױן אַרײַן אין בונקער.
7788,76,73,"אײנס אַ זײגער איז ער צוריקגעקומען, גענומען אַלע קלײדער, דאָס עסנװאַרג, װאָס מען האָט אָנגעגרײט."
7789,76,74,מען האָט אױפֿגעװעקט דאָס קינד.
7790,76,75,"אַלע האָבן געהאַט קלעמענישן אין האַרצן, אַז מען מוז זיך געזעגענען."
7791,76,76,יעדער האָט געקושט דאָס קינד.
7792,76,77,"ערשט איצט האָבן אַלע דערפֿילט, װי שטאַרק ליב און אײַנגעבאַקן אין האַרצן דאָס קינד איז זײ."
7793,76,78,מען האָט אים גוט אָנגעטאָן און אַלע זענען געגאַנגען באַגלײטן מײַן ברודער מיטן קינד.
7794,76,79,"יעדער אײנער האָט דאָס קינד אַ ביסל געטראָגן אױף דער האַנט, ביז מען איז צוגעקומען אַ פֿופֿציק מעטער פֿון בונקער."
7795,76,80,"צוליב פֿאָרזיכטיקײט, האָט מען נישט געטאָרט צוגײן נאָענט צו דער באַהעלטעניש."
7796,76,81,"מיר האָבן זיך נאָך אַ מאָל געזעגנט, געקושט דאָס קינד, װי מיר װאָלטן געפֿילט, אַז מיר װעלן זיך שױן אין לעבן נישט זען מער; כאָטש דאָס קינד האָט נאָר געװאָלט מיט אונדז בלײַבן און האָט שטאַרק געװײנט."
7797,76,82,"מען האָט אים אָבער אײַנגערעדט, אַז מאָרגן פֿרי װעלן מיר זיך אַלע װידער זען."
7798,76,83,"מיר האָבן אָבער געװוּסט, אַז דאָס איז אוממעגלעך."
7799,76,84,"דאָס האָט אים באַרויִקט, און אונדז – אױך."
7800,76,85,"דאָס האָט אונדז געגעבן אַן אילוזיע פֿון האָפֿענונג, אַז מיר װעלן זיך נאָך אַ מאָל צוריק זען."
7801,76,86,"לײדער, איז עס אָבער געװען דאָס לעצטע מאָל."
7802,76,87,"מען קען זיך נישט טרײסטן דערמיט, װאָס די נאַציס האָבן דאָך אומגעברענגט אַ מיליאָן אַזעלכע ייִדישע קינדער."
7803,76,88,בײַ יעדערן איז זײַן קינד געװען אײַנגעבאַקן אין האַרצן.
7804,76,89,"דער װײטיק איז געװען גרױס, װײַל מיר האָבן געװוּסט, אַז די אומשולדיקע קינדער לײַדן נאָר דערפֿאַר, װײַל זײ זענען געבױרן געװאָרן ייִדישע קינדער."
7805,76,90,"װאָס האָט דען אַזאַ אומשולדיק קינד שלעכטס געטאָן, אַז מען זאָל עס אומברחמנותדיק אומברענגען?"
7806,76,91,"געקומען בײַ נאַכט אין אונדזער צימער, האָבן מיר אײַנגעפּאַקט די פּעקלעך, זיך געגרײט גאַנץ פֿרי צו גײן אין די װערקשטאַטן, זיך דאָרט אױסצובאַהאַלטן צװישן די דיװאַנען."
7807,76,92,"מײַן ברודערס שװאָגער, װעלכער האָט אַ צײַט לאַנג געאַרבעט מיט אונדז, איז געװען אַן אינזשיניער, האָט נישט געהאַט קײן געלענק צו פֿיזישער אַרבעט."
